/ID	Name	Year Published	Min Players	Max Players	Play Time	Min Age	Users Rated	Rating Average	BGG Rank	Complexity Average	Owned Users	Mechanics	Domains
98315	The Adventurers: The Pyramid of Horus	2011	2	6	45	13	1953	6.80	1720	1.74	3019	Action Points. Dice Rolling. Grid Movement. Pick-up and Deliver. Push Your Luck. Variable Player Powers	Family Games. Thematic Games
58110	Horse Fever	2009	2	6	90	10	1552	6.97	1721	2.37	2042	Auction/Bidding. Betting and Bluffing. Variable Player Powers	Strategy Games
216428	Seikatsu	2017	1	4	30	10	1188	7.22	1722	1.67	2167	Hand Management. Pattern Building. Set Collection. Tile Placement	Abstract Games
66214	Samarkand: Routes to Riches	2010	2	5	45	8	1608	6.88	1723	2.27	1913	Card Drafting. Hand Management. Network and Route Building. Stock Holding	Family Games. Strategy Games
9027	Oasis	2004	3	5	60	10	2162	6.71	1724	2.32	2621	Auction/Bidding. Enclosure. Hand Management. Tile Placement	Strategy Games
282954	Paris	2020	2	4	90	12	931	7.42	1725	2.73	2226	Area Majority / Influence. Set Collection. Tile Placement	Family Games. Strategy Games
128898	New Amsterdam	2012	2	5	90	12	1260	7.07	1726	3.22	1590	Area Majority / Influence. Auction/Bidding. Set Collection	Strategy Games
118536	Police Precinct	2013	1	6	90	13	1635	6.90	1727	2.55	3249	Cooperative Game. Dice Rolling. Hand Management. Point to Point Movement. Variable Player Powers	Thematic Games
193739	Jrvk	2016	2	5	90	10	1845	6.87	1728	2.47	3663	Auction/Bidding. Auction: Dutch Priority. Worker Placement	Strategy Games
117	Ta Y	1999	2	4	45	10	1474	6.96	1729	2.07	1965	Network and Route Building. Pattern Building. Team-Based Game. Tile Placement	Abstract Games
266083	L.L.A.M.A.	2019	2	6	20	8	3797	6.51	1730	1.05	6490	Hand Management. Matching	Family Games
130	Iron Dragon	1994	2	6	240	12	1573	6.99	1731	2.94	2423	Crayon Rail System. Multiple Maps. Pick-up and Deliver	Strategy Games
223049	Custom Heroes	2017	2	6	45	14	1724	6.85	1732	1.60	3223	Hand Management. Ladder Climbing	Family Games
40237	Long Shot	2009	3	8	60	10	2097	6.72	1733	1.75	2174	Betting and Bluffing. Dice Rolling. Hand Management	Family Games
12005	Around the World in 80 Days	2004	2	6	70	10	3071	6.57	1734	1.81	3351	Card Drafting. Hand Management. Point to Point Movement	Family Games
66171	Dragonheart	2010	2	2	30	13	3264	6.53	1735	1.38	3368	Hand Management	Family Games
65282	Tanto Cuore	2009	2	4	45	13	1904	6.87	1736	2.17	3162	Action Points. Card Drafting. Deck Bag and Pool Building. Hand Management. Set Collection. Take That	Strategy Games
172503	Mage Wars Academy	2015	2	2	30	14	1125	7.22	1737	3	3466	Dice Rolling. Variable Player Powers	Customizable Games
40769	Valdora	2009	3	5	60	10	1908	6.80	1738	2.28	2331	Pick-up and Deliver	Family Games
191963	Thunder & Lightning	2016	2	2	40	13	1061	7.22	1739	1.81	2147	Action Points. Hand Management. Secret Unit Deployment	Strategy Games
238656	Tiny Epic Defenders (Second Edition)	2018	1	4	60	14	1134	7.22	1740	2.03	4033	Action Points. Area Majority / Influence. Cooperative Game. Variable Player Powers	Strategy Games
205158	Codenames: Deep Undercover	2016	4	8	15	18	2732	6.62	1741	1.32	6771	Communication Limits. Memory. Push Your Luck. Team-Based Game	Party Games
88408	Nightfall	2011	2	5	45	12	3806	6.50	1742	2.64	5301	Card Drafting. Deck Bag and Pool Building. Hand Management. Pattern Building. Take That. Variable Player Powers	Strategy Games
215312	Stop Thief!	2017	1	4	60	10	1391	7.02	1743	1.53	2916	Action Retrieval. Cooperative Game. Hand Management. Hidden Movement. Memory. Point to Point Movement. Take That. Variable Player Powers	Family Games
281946	Aftermath	2019	1	4	120	14	716	7.95	1744	2.74	2504	Area Movement. Cooperative Game. Narrative Choice / Paragraph. Scenario / Mission / Campaign Game	Thematic Games
191972	Dynasties: Heirate & Herrsche	2016	3	5	90	12	1033	7.23	1745	3.06	1359	Area Majority / Influence. End Game Bonuses. I Cut You Choose. Turn Order: Stat-Based	Strategy Games
8481	Crusader Rex	2005	2	2	180	12	1143	7.17	1746	2.92	1832	Campaign / Battle Card Driven. Dice Rolling. Point to Point Movement. Secret Unit Deployment. Simulation. Simultaneous Action Selection	Wargames
71882	Conquest of Planet Earth: The Space Alien Game	2010	1	4	90	12	1618	6.89	1747	2.23	2683	Action Points. Area Majority / Influence. Area Movement. Cooperative Game. Dice Rolling. Modular Board. Variable Player Powers	Thematic Games
259374	Belratti	2018	3	7	45	9	1061	7.20	1748	1.07	1555	Communication Limits. Cooperative Game	Party Games
276830	Sanctum	2019	2	4	90	12	1207	7.16	1749	2.45	2160	Dice Rolling. Push Your Luck. Variable Player Powers	Strategy Games
181293	Alien Artifacts	2017	2	5	60	10	2299	6.68	1750	2.91	4303	Card Drafting. Hand Management. Set Collection. Variable Phase Order	Strategy Games
206150	1754: Conquest - The French and Indian War	2017	2	4	120	10	665	7.86	1751	2.38	1517	Area Majority / Influence. Area Movement. Campaign / Battle Card Driven. Dice Rolling. Hand Management. Team-Based Game. Variable Phase Order. Variable Player Powers	Wargames
273703	Altar Quest	2020	1	4	90	14	674	8.20	1752	3.28	1973	Cooperative Game. Deck Bag and Pool Building. Dice Rolling. Grid Movement. Hand Management. Modular Board. Variable Player Powers	Thematic Games
163	Balderdash	1984	2	6	60	12	5410	6.45	1753	1.42	9193	Paper-and-Pencil. Voting	Party Games
197572	Warhammer Quest: Silver Tower	2016	2	4	120	14	1109	7.50	1754	2.33	2671	Cooperative Game. Dice Rolling. Modular Board. Role Playing. Storytelling. Variable Player Powers	Thematic Games
5781	Edel. Stein & Reich	2003	3	5	60	9	1485	6.91	1755	2.08	1826	Set Collection. Simultaneous Action Selection	Strategy Games
123219	OddVille	2012	2	4	60	10	1834	6.79	1756	2.35	2695	Action Retrieval. Card Drafting. Tile Placement. Variable Player Powers. Worker Placement	Strategy Games
67877	Anomia	2010	3	6	30	10	2984	6.61	1757	1.06	5240	Pattern Recognition. Speed Matching	Party Games
15954	Conquest of Paradise	2007	1	4	90	12	1449	6.95	1758	2.47	2825	Area Majority / Influence. Dice Rolling. Hexagon Grid. Network and Route Building. Secret Unit Deployment. Simulation. Tile Placement	Strategy Games
207572	Holland '44: Operation Market-Garden	2017	2	2	900	0	569	8.35	1759	3.80	2144	Dice Rolling. Hexagon Grid. Simulation	Wargames
337	Circus Flohcati	1998	2	5	15	6	2547	6.63	1760	1.23	3431	Card Drafting. Push Your Luck. Set Collection	Family Games
54307	Chronicle	2009	3	6	30	12	1751	6.81	1761	1.99	2925	Action Retrieval. Set Collection. Take That. Trick-taking	Family Games. Strategy Games
158339	Lost Legacy: The Starship	2014	2	4	10	10	2522	6.62	1762	1.28	4856	Hand Management. Memory. Player Elimination	Family Games
27225	Bananagrams	2006	1	8	15	7	8647	6.36	1763	1.33	16706	Tile Placement	Family Games
222407	Lignum (Second Edition)	2017	2	4	120	12	688	7.74	1764	4.12	1464	Action Queue. Area Majority / Influence. Worker Placement	Strategy Games
218311	Deckscape: Test Time	2017	1	6	90	12	1992	6.72	1765	1.61	3338	Cooperative Game. Real-Time	Party Games. Thematic Games
254192	Harry Potter: Hogwarts Battle - Defence Against the Dark Arts	2019	2	2	60	11	1057	7.35	1766	1.68	2974	Card Drafting. Deck Bag and Pool Building. Take That	Thematic Games
99	Fortress America	1986	2	4	180	12	2384	6.70	1767	2.64	3808	Area Movement. Dice Rolling. Simulation	Thematic Games. Wargames
275913	Bruxelles 1897	2019	2	4	60	10	971	7.37	1768	2.90	2090	Area Majority / Influence. Auction/Bidding. Modular Board. Worker Placement	Strategy Games
36399	The Napoleonic Wars (Second Edition)	2008	2	5	240	0	874	7.46	1769	3.39	1434	Campaign / Battle Card Driven. Dice Rolling. Point to Point Movement. Simulation	Wargames
259081	Machi Koro Legacy	2019	2	4	45	10	1167	7.10	1770	2.12	3327	Dice Rolling. Legacy Game	Family Games
293889	Fallout Shelter: The Board Game	2020	2	4	90	14	940	7.40	1771	2.08	2384	End Game Bonuses. Turn Order: Claim Action. Worker Placement	
291794	Dice Throne: Season One ReRolled	2020	2	6	40	8	456	8.57	1772	1.83	1958	Dice Rolling. Take That. Team-Based Game. Variable Player Powers	
443	Code 777	1985	2	5	60	10	1945	6.73	1773	2.32	2546	Paper-and-Pencil	Abstract Games. Family Games
248005	Ganymede	2018	2	4	40	14	1013	7.31	1774	2.31	1590	Card Drafting. Set Collection	Strategy Games
244513	ICECOOL2	2018	2	4	30	6	983	7.26	1775	1	2583	Area Movement. Flicking. Take That	Children's Games. Family Games
218920	Valletta	2017	2	4	80	10	1298	6.99	1776	2.33	2028	Deck Bag and Pool Building. Hand Management. Modular Board. Take That	Strategy Games
67888	Lords of Scotland	2010	2	5	35	12	1846	6.79	1777	1.94	3125	Hand Management	Family Games. Strategy Games
12692	Gloom	2005	2	4	60	13	13594	6.34	1778	1.63	26523	Hand Management. Layering. Lose a Turn. Storytelling. Take That	Thematic Games
225818	Mini Rails	2017	3	5	60	13	1305	6.98	1779	2.16	1584	Modular Board. Network and Route Building. Stock Holding	Family Games. Strategy Games
242653	Mysthea	2019	2	5	90	14	808	7.79	1780	3.73	1909	Area Majority / Influence. Area Movement. Deck Bag and Pool Building. Hand Management. Variable Player Powers	Strategy Games
250442	Crypt	2018	1	4	35	14	2160	6.79	1781	1.52	5364	Auction/Bidding. Dice Rolling. Set Collection. Solo / Solitaire Game. Worker Placement with Dice Workers	Strategy Games
216632	Tournament at Camelot	2017	3	6	45	14	1114	7.20	1782	2.42	2198	Take That. Trick-taking. Variable Player Powers	
154509	Kingsport Festival	2014	3	5	90	12	2111	6.72	1783	2.63	4297	Dice Rolling. Worker Placement. Worker Placement with Dice Workers	Strategy Games. Thematic Games
210290	Legendary: Buffy The Vampire Slayer	2017	1	5	60	14	799	7.65	1784	2.27	2134	Card Drafting. Cooperative Game. Deck Bag and Pool Building	Thematic Games
1295	Pente	1977	2	4	30	8	2741	6.64	1785	2.11	5048	Pattern Building	Abstract Games
227758	Kokoro: Avenue of the Kodama	2017	1	8	15	14	1649	6.82	1786	1.48	3192	Bingo. Line Drawing. Network and Route Building. Paper-and-Pencil	Family Games
209001	Monster Lands	2018	1	4	120	12	1074	7.29	1787	3.33	2415	Card Drafting. Dice Rolling. Worker Placement with Dice Workers	Strategy Games
144864	Ascension: Darkness Unleashed	2013	1	2	30	13	887	7.45	1788	2.32	2149	Card Drafting. Deck Bag and Pool Building. Hand Management	Strategy Games
15839	Bonaparte at Marengo	2005	2	2	120	12	871	7.40	1789	3.20	1194	Action Points. Area Movement. Secret Unit Deployment	Wargames
3097	1849: The Game of Sicilian Railways	1998	3	5	180	14	486	8.29	1790	4.31	804	Auction/Bidding. Investment. Network and Route Building. Stock Holding. Tile Placement	Strategy Games
280453	Masters of Renaissance: Lorenzo il Magnifico - The Card Game	2019	1	4	45	14	956	7.28	1791	2.09	1412	Card Drafting. Set Collection. Slide/Push	
216070	Hunt for the Ring	2017	2	5	180	13	1158	7.16	1792	3.21	3351	Dice Rolling. Hidden Movement. Point to Point Movement. Secret Unit Deployment. Variable Player Powers	Thematic Games
25277	Richard III: The Wars of the Roses	2009	2	2	120	12	882	7.41	1793	2.64	1521	Area Movement. Area-Impulse. Campaign / Battle Card Driven. Dice Rolling. Hand Management. Secret Unit Deployment. Simultaneous Action Selection	Wargames
3570	Chicken Cha Cha Cha	1997	2	4	20	4	2812	6.58	1794	1.13	4146	Memory	Children's Games
1563	Rise and Decline of the Third Reich	1974	2	6	1440	14	1869	6.90	1795	4.33	4596	Dice Rolling. Hexagon Grid. Simulation	Wargames
175549	Salem 1692	2015	4	12	35	12	1468	7.05	1796	2.04	4944	Hand Management. Player Elimination. Traitor Game. Voting	Party Games
157958	DungeonQuest Revised Edition	2014	1	4	60	14	1347	7.08	1797	1.99	2404	Area Movement. Card Drafting. Dice Rolling. Network and Route Building. Player Elimination. Push Your Luck. Rock-Paper-Scissors. Role Playing. Solo / Solitaire Game	Thematic Games
43152	Assyria	2009	2	4	90	12	1592	6.85	1798	3.01	2134	Auction/Bidding. Card Drafting. Hand Management. Worker Placement	Strategy Games
102237	Drako: Dragon & Dwarves	2011	2	2	30	8	2258	6.68	1799	1.76	2687	Action Points. Campaign / Battle Card Driven. Grid Movement. Hand Management. Hexagon Grid. Variable Player Powers	Thematic Games
125921	Catan: Junior	2011	2	4	30	6	2561	6.64	1800	1.52	6066	Dice Rolling. Network and Route Building	Children's Games. Family Games
195372	Krazy Wordz: Erwachsenen Edition	2016	3	7	45	16	897	7.37	1801	1.08	1543	Simultaneous Action Selection	Party Games
2596	Villa Paletti	2001	2	4	30	8	4036	6.44	1802	1.16	5302	Dice Rolling. Pattern Building. Physical Removal. Stacking and Balancing	Family Games
154182	Helios	2014	2	4	60	10	1742	6.77	1803	2.88	2803	Action Points. Tile Placement. Variable Phase Order	Strategy Games
29972	El Capitn	2007	2	5	75	10	1747	6.77	1804	2.91	2319	Area Majority / Influence. Point to Point Movement	Strategy Games
28	Illuminati	1987	2	8	180	12	4843	6.48	1805	2.65	8516	Card Drafting. Dice Rolling. Network and Route Building. Tile Placement. Variable Player Powers	Strategy Games. Thematic Games
309630	Small World of Warcraft	2020	2	5	80	8	824	7.70	1806	2.36	2660	Area Majority / Influence. Area Movement. Dice Rolling. Increase Value of Unchosen Resources. Variable Player Powers. Victory Points as a Resource	Family Games. Strategy Games
271319	Las Vegas Royale	2019	2	5	60	8	824	7.46	1807	1.44	1822	Area Majority / Influence. Dice Rolling	Family Games
151247	Greed	2014	2	5	30	10	2124	6.67	1808	2.01	3348	Card Drafting. Hand Management. Memory. Simultaneous Action Selection	Strategy Games
156496	March of the Ants	2015	1	5	70	13	1131	7.18	1809	2.63	2686	Area Majority / Influence. Grid Movement. Hexagon Grid. Modular Board. Point to Point Movement. Take That. Variable Player Powers	Strategy Games
320	Scrabble	1948	2	4	90	10	26734	6.28	1810	2.09	47733	End Game Bonuses. Hand Management. Square Grid. Tile Placement	Family Games
38531	Powerboats	2008	2	6	60	9	1846	6.72	1811	1.69	1344	Dice Rolling. Modular Board. Race	Family Games. Strategy Games
136056	Asante	2013	2	2	40	10	1512	6.87	1812	2	2867	Action Points. Hand Management. Set Collection	Family Games. Strategy Games
180564	Carcassonne: Star Wars	2015	2	5	35	7	2079	6.72	1813	1.64	4224	Dice Rolling. Tile Placement	Family Games
27848	Age of Conan: The Strategy Board Game	2009	2	4	90	12	2510	6.66	1814	3.28	4457	Dice Rolling. Variable Phase Order. Variable Player Powers	Strategy Games. Thematic Games
153318	Dimension	2014	1	4	30	8	1585	6.86	1815	1.32	2457	Pattern Building	Family Games
21632	To Court the King	2006	2	5	45	10	3871	6.45	1816	1.73	3410	Card Drafting. Dice Rolling. Pattern Building	Family Games. Strategy Games
559	Metro	1997	2	6	30	8	5668	6.37	1817	1.69	7050	Network and Route Building. Tile Placement	Family Games. Strategy Games
155463	DC Comics Deck-Building Game: Forever Evil	2014	2	5	75	0	1091	7.24	1818	2.46	3077	Deck Bag and Pool Building	Thematic Games
144568	Dawn of the Zeds (Second edition)	2013	1	1	90	13	646	7.84	1819	3.17	1214	Campaign / Battle Card Driven. Dice Rolling. Point to Point Movement. Solo / Solitaire Game	Thematic Games
29073	Blockers!	2007	2	5	40	8	1924	6.69	1820	1.71	2307	Area Majority / Influence. Enclosure. Hand Management. Tile Placement	Abstract Games
92044	Dungeons & Dragons: Conquest of Nerath Board Game	2011	2	4	240	12	1522	6.95	1821	2.63	3071	Dice Rolling. Team-Based Game	Thematic Games
232361	After The Virus	2017	1	3	90	10	1128	7.22	1822	2.42	2054	Cooperative Game. Deck Bag and Pool Building. Hand Management. Solo / Solitaire Game	Thematic Games
126996	King's Forge	2014	2	4	60	14	1426	6.98	1823	2.28	2385	Deck Bag and Pool Building. Dice Rolling. Pattern Building	Family Games. Strategy Games
66849	Safranito	2010	2	4	45	10	1428	6.91	1824	1.74	1705	Set Collection	Family Games
162823	El Gaucho	2014	2	4	60	10	1615	6.82	1825	2.23	2233	Dice Rolling. Set Collection. Worker Placement	Family Games. Strategy Games
20134	The End of the Triumvirate	2005	2	3	90	10	1591	6.80	1826	2.73	1916	Action Points. Area Majority / Influence. Area Movement. Pick-up and Deliver	Strategy Games
15510	Tower of Babel	2005	3	5	45	10	2272	6.63	1827	2.33	2625	Area Majority / Influence. Auction/Bidding. Hand Management. Set Collection	Strategy Games
31483	Constantinopolis	2010	2	5	90	12	1497	6.89	1828	3.12	2551	Auction/Bidding. Commodity Speculation	Strategy Games
205125	Ticket to Ride: First Journey (U.S.)	2016	2	4	30	6	1501	6.92	1829	1.43	4318	Hand Management. Network and Route Building. Set Collection	Children's Games. Family Games
212281	Village Attacks	2018	1	5	180	14	956	7.56	1830	2.65	2150	Area Movement. Cooperative Game. Dice Rolling. Modular Board. Variable Player Powers	
257283	Tiny Epic Mechs	2019	1	4	60	14	1583	6.94	1831	2.41	6948	Action Queue. Area Majority / Influence. Grid Movement. Modular Board. Programmed Movement. Rock-Paper-Scissors. Solo / Solitaire Game. Take That. Variable Player Powers	Strategy Games
256320	Fertility	2018	2	4	45	10	1020	7.18	1832	1.96	1430	Modular Board. Set Collection. Tile Placement	Family Games. Strategy Games
310873	Carnegie	2021	1	4	180	12	616	7.88	1833	3.80	189	Action Retrieval. Area Movement. Connections. End Game Bonuses. Follow. Grid Movement. Income. Movement Points. Resource to Move. Solo / Solitaire Game. Square Grid. Tech Trees / Tech Tracks. Turn Order: Progressive. Variable Phase Order. Worker Placement. Different Worker Types	Strategy Games
205045	Avenue	2016	1	10	15	8	1369	6.91	1834	1.40	1810	Connections. End Game Bonuses. Line Drawing. Network and Route Building. Paper-and-Pencil. Push Your Luck	Family Games
29839	Key Harvest	2007	2	4	90	10	1674	6.78	1835	3.04	2995	Auction/Bidding. Set Collection. Tile Placement. Worker Placement	Strategy Games
22143	EastFront: The War in Russia 1941-45 - Second Edition	2006	2	2	240	12	569	8.08	1836	3.51	1126	Action Points. Dice Rolling. Hexagon Grid. Secret Unit Deployment. Simulation	Wargames
194517	Super Fantasy Brawl	2020	2	4	40	14	620	8.24	1837	2.17	1312	Area Majority / Influence. Area Movement. Grid Movement. Hand Management. Team-Based Game. Variable Player Powers	Strategy Games. Wargames
72	Verrter	1998	3	4	60	12	1904	6.70	1838	2.57	4148	Card Drafting. Hand Management. Modular Board. Team-Based Game. Variable Player Powers	Strategy Games
156138	Happy Pigs	2013	2	6	45	8	1535	6.84	1839	2.32	2401	Simultaneous Action Selection	Family Games. Strategy Games
264647	Age of Civilization	2019	1	4	60	10	1128	7.19	1840	2.25	2666	Action Points. Increase Value of Unchosen Resources. Solo / Solitaire Game. Variable Player Powers	Strategy Games
131904	Heart of Crown	2011	2	4	60	12	782	7.66	1841	2.56	1479	Card Drafting. Deck Bag and Pool Building. Hand Management. Variable Player Powers	Strategy Games
1270	Star Wars Customizable Card Game	1995	2	2	60	9	2279	6.71	1842	3.16	3824	Area Majority / Influence. Hand Management. Modular Board. Variable Player Powers	Customizable Games
142121	Guildhall: Job Faire	2013	2	4	45	10	1037	7.14	1843	2.18	2046	Hand Management. Set Collection. Take That	
137031	Ancient Terrible Things	2014	2	4	60	14	1738	6.81	1844	2.05	3218	Dice Rolling. Hand Management. Push Your Luck. Re-rolling and Locking. Set Collection. Worker Placement	Thematic Games
2569	Pick Picknic	2001	2	6	20	8	2535	6.58	1845	1.19	3291	Dice Rolling. Hand Management. Simultaneous Action Selection	Family Games
148203	Dutch Blitz	1960	2	4	15	8	2548	6.66	1846	1.28	5648	Pattern Building	Family Games. Party Games
638	Hera and Zeus	2000	2	2	30	12	3279	6.49	1847	2.04	5107	Action Points. Hand Management. Secret Unit Deployment	Strategy Games
158572	Waggle Dance	2014	2	4	90	10	1236	7.00	1848	2.32	1799	Area Majority / Influence. Dice Rolling. Set Collection. Worker Placement. Worker Placement with Dice Workers	Strategy Games
273330	Bloodborne: The Board Game	2021	1	4	75	14	783	8.12	1849	2.82	2262	Campaign / Battle Card Driven. Cooperative Game. Deck Bag and Pool Building. Hand Management. Modular Board. Storytelling. Time Track. Variable Player Powers	Thematic Games
6887	Hearts	1850	3	7	30	8	3829	6.44	1850	1.77	2028	Trick-taking	Family Games
19764	PNCT	2005	2	2	30	10	1659	6.80	1851	2.75	3096	Grid Movement. Network and Route Building	Abstract Games
154906	Isle of Trains	2014	2	4	45	13	1509	6.83	1852	2	3378	Hand Management. Set Collection	Family Games. Strategy Games
173105	The Great War	2015	2	2	60	0	673	7.80	1853	2.70	1718	Campaign / Battle Card Driven. Dice Rolling. Hexagon Grid. Simulation	Wargames
9341	Lost Valley	2004	3	4	60	10	1773	6.73	1854	2.62	2112	Modular Board. Point to Point Movement. Tile Placement	Strategy Games. Thematic Games
300442	Trekking the World	2020	2	5	60	10	1050	7.21	1855	1.88	1855	Card Drafting. Hand Management. Point to Point Movement. Set Collection	
67185	Sobek	2010	2	4	40	8	2069	6.68	1856	1.84	2190	Card Drafting. Hand Management. Memory. Set Collection	Family Games
17025	Friday the 13th	2005	3	6	30	8	3789	6.44	1857	1.20	4809	Hand Management	Family Games
9215	Revolution: The Dutch Revolt 1568-1648	2004	2	5	480	12	917	7.32	1858	4.27	1898	Area Majority / Influence. Simulation. Variable Player Powers	Strategy Games
589	Wiz-War	1983	2	4	60	10	1606	6.87	1859	1.98	1975	Modular Board. Player Elimination	Thematic Games
30367	Perry Rhodan: The Cosmic League	2007	2	2	30	10	1627	6.76	1860	1.96	2557	Bias. Hand Management. Pick-up and Deliver. Roll / Spin and Move	Family Games. Strategy Games
235555	Bios:Origins (Second Edition)	2019	1	4	240	14	558	8.03	1861	4.11	2146	Area Majority / Influence. Auction: Once Around. Card Drafting. Cooperative Game. Modular Board. Solo / Solitaire Game. Tech Trees / Tech Tracks	Strategy Games
7	Cathedral	1978	2	2	20	8	3228	6.52	1862	1.80	5802	Enclosure. Pattern Building. Pattern Recognition. Tile Placement	Abstract Games
37371	Piece o' Cake	2008	2	5	20	8	2210	6.62	1863	1.36	2328	Area Majority / Influence. I Cut You Choose. Set Collection	Family Games
40990	Word on the Street	2009	2	10	20	12	2293	6.61	1864	1.39	3761	Team-Based Game	Party Games
220632	Monster Slaughter	2018	2	5	60	14	1153	7.40	1865	2.14	2485	Action Points. Dice Rolling. Variable Player Powers	Thematic Games
280136	Paranormal Detectives	2019	2	6	50	12	1037	7.20	1866	1.71	2164	Acting. Hand Management. Line Drawing. Pattern Recognition. Variable Player Powers	Party Games
266966	Dice Throne: Season Two - Gunslinger v. Samurai	2018	2	2	40	8	697	7.70	1867	2.20	2033	Dice Rolling. Take That. Variable Player Powers	
189052	Sea of Clouds	2016	2	4	45	10	2067	6.69	1868	1.76	3790	Card Drafting. Push Your Luck. Set Collection	Family Games
144415	Nauticus	2013	2	4	90	12	1251	6.95	1869	2.99	1554	Action Drafting. Modular Board. Set Collection. Tile Placement	Strategy Games
209324	The World of SMOG: Rise of Moloch	2018	2	5	90	14	760	7.82	1870	2.96	2592	Campaign / Battle Card Driven. Dice Rolling. Grid Movement. Modular Board. Team-Based Game. Variable Phase Order. Variable Player Powers	Thematic Games
166317	Time of Soccer	2014	1	4	120	12	690	7.67	1871	3.26	890	Dice Rolling. Set Collection. Simulation	Strategy Games
205494	Machi Koro: Bright Lights. Big City	2016	2	5	30	10	2239	6.68	1872	1.89	5790	Card Drafting. Dice Rolling	Family Games
634	River Dragons	2000	2	6	30	8	3246	6.49	1873	1.72	4099	Action Queue. Point to Point Movement. Simultaneous Action Selection	Family Games
36946	Red November	2008	1	8	120	13	7716	6.30	1874	2.07	10963	Area Movement. Cooperative Game. Dice Rolling. Hand Management. Time Track	Strategy Games
4218	O Zoo le Mio	2002	2	4	60	9	2139	6.62	1875	2.01	2535	Auction/Bidding. Auction: Sealed Bid. Enclosure. Set Collection. Tile Placement	Family Games
253635	Ragusa	2019	1	5	80	12	1157	7.06	1876	2.72	1935	Commodity Speculation. Connections. Contracts. End Game Bonuses. Set Collection. Solo / Solitaire Game. Worker Placement. Worker Placement. Different Worker Types	
159692	Comanchera: The Rise and Fall of the Comanche Empire	2016	1	1	360	14	562	8.05	1877	4.08	1992	Card Drafting. Chit-Pull System. Dice Rolling. Point to Point Movement. Simulation. Solo / Solitaire Game	Wargames
125	Money!	1999	3	5	30	10	2718	6.53	1878	1.55	3725	Auction/Bidding. Set Collection. Simultaneous Action Selection	Family Games
76417	Poseidon	2010	2	5	120	12	1117	7.01	1879	3.53	1570	Commodity Speculation. Network and Route Building. Stock Holding	Strategy Games
236217	Timebomb	2016	4	8	30	10	1026	7.18	1880	1.08	1621	Hidden Roles. Role Playing. Team-Based Game. Traitor Game	Party Games
6819	Skat	1810	3	3	30	10	1001	7.25	1881	3.07	1413	Auction/Bidding. Team-Based Game. Trick-taking	Strategy Games
111148	Wrfel Bohnanza	2012	2	5	45	10	1989	6.67	1882	1.32	3269	Dice Rolling. Set Collection	Family Games
268620	Similo	2019	2	8	15	7	1215	6.99	1883	1.08	3103	Cooperative Game	Family Games
144270	Relic Runners	2013	2	5	80	10	2173	6.63	1884	2.11	3614	Network and Route Building. Pick-up and Deliver. Point to Point Movement. Set Collection. Variable Player Powers	Family Games
65907	Mystery Express	2010	3	5	90	12	2503	6.56	1885	2.67	3543	Action Points. Hand Management. Memory. Trading. Variable Player Powers	Family Games
384	TurfMaster	1998	2	8	75	10	960	7.24	1886	1.96	839	Dice Rolling. Hand Management. Roll / Spin and Move	Family Games. Thematic Games
132	Caesar & Cleopatra	1997	2	2	60	10	4312	6.40	1887	1.91	7175	Area Majority / Influence. Hand Management. Set Collection	Strategy Games
226634	The Thing: Infection at Outpost 31	2017	4	8	120	17	1141	7.31	1888	2.35	2167	Cooperative Game. Dice Rolling. Hand Management. Role Playing. Team-Based Game. Traitor Game. Variable Player Powers. Voting	Thematic Games
4741	Warmachine	2003	2	4	60	12	1040	7.29	1889	3.49	1352	Critical Hits and Failures. Once-Per-Game Abilities. Variable Player Powers	Thematic Games
15290	R-Eco	2003	2	5	20	8	2120	6.62	1890	1.48	2384	Card Drafting. Hand Management	Family Games
14	Basari	1998	3	4	25	10	1620	6.76	1891	1.86	1866	Roll / Spin and Move. Set Collection. Simultaneous Action Selection	Family Games. Strategy Games
198609	Fate of the Elder Gods	2017	1	4	90	13	920	7.30	1892	2.95	2125	Area Majority / Influence. Area Movement. Dice Rolling. Hand Management. Solo / Solitaire Game. Take That. Variable Player Powers. Worker Placement	
94480	Pantheon	2011	2	4	90	10	1622	6.75	1893	2.75	2427	Card Drafting. Hand Management. Network and Route Building. Set Collection. Variable Phase Order. Variable Player Powers	Family Games. Strategy Games
203430	Fuji Flush	2016	3	8	20	7	2360	6.57	1894	1.05	3517	Hand Management. Take That	Family Games
205507	Key to the City: London	2016	2	6	120	14	1128	7.03	1895	2.72	2349	Auction/Bidding. Modular Board. Set Collection. Tile Placement. Worker Placement	Strategy Games
162009	The U.S. Civil War	2015	2	2	360	0	551	8.27	1896	3.83	1782	Dice Rolling. Grid Movement. Hexagon Grid. Movement Points. Scenario / Mission / Campaign Game. Simulation	Wargames
40529	Cosmic Encounter	1991	3	6	60	0	996	7.20	1897	2.63	1519	Variable Player Powers	Strategy Games. Thematic Games
208773	Quartermaster General: 1914	2016	2	5	120	12	721	7.58	1898	2.58	1056	Area Majority / Influence. Campaign / Battle Card Driven. Card Drafting. Chaining. Deck Bag and Pool Building. Hand Management. Team-Based Game	Wargames
227072	The Chameleon	2017	3	8	15	14	2243	6.66	1899	1.06	4556	Hidden Roles. Team-Based Game. Voting	Party Games
299169	Spicy	2020	2	6	20	10	1011	7.30	1900	1.63	2085	Hand Management	Party Games
